entry_id,headword,morph_type,pronunciation,variant_of,these_vars,note,sense,date,bibliography,other_sources
mana2_7cf0d1ff-d22c-4d11-afd0-5c89203d1b2a,mana,stem,mana,"{'1d552273-f279-489e-9a65-9f0ba9cb6022': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
adʹẽẽb_7d5408c4-713b-432c-86ec-8b9a573d8468,adʹẽẽb,stem,adḛ̃:b,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
tahóh_7d735435-5f43-4a8a-94db-87f4e51b960a,tahóh,stem,taˈhɔ:h,{},,{'Note': '(ji) tahóh'},['0ecba83b-2c7c-4379-8471-565bceda5869'],2018-07-04T14:22:00Z,Fieldnotes Epps/Obert; 2018,
maj’ëe_7d9b566b-8897-43aa-aa2c-44c3136b2409,maj’ëe,stem,,{},,{},['f69a73c7-5733-40ea-9196-3004f374dfc5'],2018-07-27T22:55:14Z,Fieldotes Epps/Obert; 2018,
atsuuk_7ed2ad67-026d-4534-83c1-b37b8b08324d,atsuuk,stem,ʔaˈtʃ’u:k˺,{},"{'ɟuːk_4490816c-a10c-4d52-a75d-fe876900d6a0': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['03a706b5-ef04-420c-8fb2-379d85310c4d'],2018-07-15T20:43:02Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'ɟuːk'}
tabanas’aa_7ee2ef4a-e224-4290-872c-2655d6eb5060,tabanas’aa,stem,tabadnãʃaʔaʔ,{},,,['3ce25195-3b1c-4c1b-8ffa-e4c799fb6d19'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
t’ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12,t’ëëng,stem,təʔəgŋ,{},"{'tʹëëng_fddfb54c-17be-4610-a9d5-8a92c52ddb9e': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'tɯ̰ːŋ_8809f33f-e595-4f96-8d4d-cd4b936414ca': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'tə̰ːŋ_0cda8480-70b4-4ab5-aad4-b1e682a0bf8a': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'anta'}}",,['bab5f98d-d3ed-46f8-95f5-1512fd18bd7e'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,"{'Sil Dict 2011': 'tʹëëng', 'Martins': 'tɯ̰ːŋ', 'Barbosa': 'tə̰ːŋ'}"
hepõ_804ba3dc-742b-4d69-ba4c-969cb0d34c1f,hepõ,stem,hepõ,"{'8b859c8e-4f06-4162-904c-0b3d029ad246': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
sok (sog?)_80913b3d-28ba-4da4-8c82-93874db73850,sok (sog?),phrase,ʃok̚  ʃog̚,{},,,['80811e83-be04-40fd-95f2-a220bf016501'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,
wanakud_809c660e-34ea-41f0-bb23-4570f1ea6373,wanakud,stem,wanaˈkud˺,{},,{},['765ef189-3688-4d30-b84d-d69ba2715694'],2018-07-06T19:28:21Z,Fieldnotes Epps/Obert; 2018,
awa_81084abe-5872-41b3-bb65-8b687a3b00a1,awa,stem,awa,{},,{},['69e7fa0a-9e80-485b-b1e1-85464f8b716e'],2018-03-08T07:17:52Z,Fieldnotes Epps/Obert; 2018,
hajaar_8214f460-f0df-4453-97a7-9b50fa6d0cb4,hajaar,stem,haˈja:ɾǝ,{},,{},['cd6b8162-97b0-43ac-b876-69675eeaa301'],2018-07-27T23:09:15Z,Fieldnotes Epps/Obert; 2018,
gatoj2_821cf217-373a-468c-809d-befd11a285c3,gatoj,stem,k'atoj,{},"{'gatoj1_078662dd-26f4-4367-9768-df5ae4614a59': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",,['04136b99-da36-48b3-afdb-7c8a47d55bf9'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,{'Sil Dict 2011': 'gatoj'}
dõm_821df784-fbcb-40de-a505-a26f965d09ed,dõm,stem,dɔ̃m,{},"{'dɔ̃m_93459811-747b-4906-8f97-6105912ab61e': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['febdc428-5f2f-41af-93e6-d42ce69de39d'],2018-07-08T18:00:21Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'dɔ̃m'}
padäg1_82f3367d-8f49-4938-b2ad-fda2f8534143,padäg,stem,padʌg,"{'e3697b1e-4f93-4ceb-ad0c-61c4a1dfff2d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
matsehỹỹk_8350fd0c-6736-486f-9b02-85b4d1fe85d4,matsehỹỹk,stem,mãɉ’eʔˈhɨ̃:k˺,{},,{},['60386658-4087-43a6-993c-100c8138b09a'],2018-03-23T15:53:01Z,Fielnotes Epps/Obert; 2018,
p’ooh1_8351b529-6dec-4374-bbcc-30b2cb59847d,p’ooh,stem,poʔoh,{},"{'pʹooh_273cba08-0c9f-4d9f-94d9-781b09b51113': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'po̰ːh2_54d92d11-2e4d-45ab-b4b2-76011f12d6a6': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}, 'pɔ̰ːh_305a16c3-890b-41f0-bce8-2203310fd843': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['86d16bb4-a2a6-4698-85d5-5452423b4cfc'],2018-09-03T23:33:33Z,Fieldnotes Epps/Obert; 2018,"{'Sil Dict 2011': 'pʹooh', 'Barbosa': 'po̰ːh', 'Martins': 'pɔ̰ːh'}"
awëëh2_8393e2f2-37ff-47c8-a761-cb942a7e9830,awëëh,stem,awə̰:h,"{'awëh_ad9e6c80-0862-401d-9958-6bba1d783910': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-22T16:45:13Z,SIL Dict 2011,
basooh1_8408d89c-9412-4407-be64-483c830901dd,basooh,stem,baʃo:h,"{'ac8a1843-388b-427b-918b-43d78bca995f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
agyyt_844f1202-4d2e-4db2-bdb5-08c5213c41af,agyyt,stem,ʔaˈk’ɨ:t˺,{},"{'gʉʉt_dc396093-f137-47ef-80dc-2bb879a4cf28': {'type': '_component-lexeme', 'variant-type': 'Weir'}}",{'Note': 'problem:ʔaˈk’ɨ:t˺ or ʔaˈk’ǝ:t˺'},['9b1c0686-0243-47e2-a490-9ac118639250'],2018-07-10T23:14:38Z,Fieldnotes Epps/Obert; 2018,{'Weir': 'gʉʉt'}
ëk tyd_84595ae0-72c2-42e8-81cd-c8fa5cba2e10,ëk tyd,phrase,,{},,{},['3966a69b-7909-473a-8ee1-680e9c21c87b'],2018-09-04T00:48:04Z,Fieldnotes Epps/Obert; 2018,
wabu_84cbb199-70f7-4c20-a174-1eeec4c14225,wabu,stem,,{},,{},['2fa64abe-8789-4608-b11c-6673593a90a2'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
noo gesas_84eda790-0a62-4669-99fe-ecf1595dc479,noo gesas,phrase,no: geʃaʃ,"{'1ec2db2b-7969-4b48-aa67-c849aa347849': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
masʹuunh_8559bd94-3002-47fa-9bdb-d233c00c1b13,masʹuunh,stem,maʃṵ:ɲ,"{'bde7cccc-62dd-44d2-8f11-219d8b8e40a8': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hasus_8597d570-4acf-46a7-b412-a4930d5ecada,hasus,stem,haʃuʃ,{},,{},"['bfedbe03-504f-4610-ba22-eabf4554d8bb', '20fae268-d8da-47e2-9773-c4622dc28b8c']",2018-03-08T07:17:53Z,Fieldnotes Epps/Obert 2018,
nooh_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943,nooh,stem,nɔ̃:h,{},,{},['82af27d8-5082-4a74-af50-27f58e9f36af'],2018-06-20T05:09:53Z,Weir 1990; Fieldnotes Epps/Obert; 2018,
waëë_860ebf6f-0614-4d29-b3a5-bc6d391c2301,waëë,stem,waʔǝ:ʔ,{},,{'Note': 'problem: waʔǝ:ʔ or waʔɨ:ʔ'},['a246f705-b072-40bb-af1e-a1986882a05f'],2018-07-08T17:54:48Z,Fieldnotes Epps/Obert; 2018,
p’eets hẽ_861f321d-8e0a-420b-ade0-944ee4181915,p’eets hẽ,phrase,peʔeɉ hẽʔ],{},"{'pʹeets hẽ_ec73ec5a-97dd-47c9-8c8c-1d937b51073f': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",,"['91dcc3b9-cc81-41c9-b099-8363fbeba894', 'b4de4d74-e91d-4833-b897-de1c99703bd9']",2018-07-07T17:37:39Z,Fieldnotes Epps/Obert; 2018,{'Sil Dict 2011': 'pʹeets hẽ'}
hooj1_8685f141-0aa5-4267-b4cb-681284bbe011,hooj,root,ho:j,{},,{},['81e020cf-ef14-4ff3-a5a9-b97ba22c0054'],2018-09-04T00:24:04Z,Fieldnotes Epps/Obert; 2018,
ahoog_86909127-d6a9-47da-afae-0e5865240388,ahoog,stem,aho:g,"{'ea5a29cc-72ea-4e5c-a30e-950944984663': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
TEST-Oct23_8717e7d0-d24d-47d5-b374-7cb36a00fc67,TEST-Oct23,stem,,{},,,['b2c34180-2aa9-428a-a1c7-5dab00da3065'],2019-10-23T21:30:56Z,Fieldnotes Epps/Obert; 2018,
asog_87882610-dbd6-4886-8420-10e5264fbfd6,asog,stem,aʃog,"{'5e258d04-075c-4fb5-96a5-c8798ff6952f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
kalapéé_87b78cb7-da0a-4921-af02-465002851aad,kalapéé,stem,,"{'null': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': 'child'}}",,,,2018-06-20T02:55:29Z,Weir,
anäng_87bfc426-0444-4acf-b0cd-90d0356238ad,anäng,stem,anʌŋ,"{'95d309a8-a9c1-4233-9460-e9a32e63560f': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
tyyw_87e0c426-d593-4ca1-8704-61dc46d5dc73,tyyw,stem,tɨ:w,{},"{'tɨːw_c9ecfce1-ed8a-4335-8793-9b265a3f6bd5': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{},['1dd45883-bae0-4b41-aa55-2236df1eb368'],2018-07-07T18:17:57Z,Fieldnotes Epps/Obert; 2018,{'Barbosa': 'tɨːw'}
tarog_881c607c-3829-44af-929d-caa7a9a1c811,tarog,stem,taɾog̚,{},,,['df820bc8-d08d-4b87-90f0-ba34e429c0cf'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
kasʹỹỹn_884bad00-f1bd-4d0d-8a8c-495d4b5d4796,kasʹỹỹn,stem,kaʃɨ̰̃:n,"{'368c6261-51f4-4250-8989-35349bda0711': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
gawar’ëëb/gawar’yyb_88f5442a-e153-4784-ba0c-d6f0dd629fb3,gawar’ÿÿb,stem,k'awaɾəʔəb̚ k'awaɾɨʔɨb̚,{},,,['8a636d4b-32b0-4a71-88fd-0a7404cabc7f'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
awad2_89445911-1a22-4be0-8351-b396b535c72a,awad,stem,,"{'c450b8da-5ae2-4d74-b02b-6159d9ad6a32': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Martins 2005; onça'}}",,,,2018-06-20T05:09:54Z,Martins,
aj&apos;eenh_8999f255-71ae-494a-b7f2-80b9925dc4ec,aj'eenh,stem,ajḛ:ɲ,"{'agä1_9e97d488-8f8e-490b-89a8-290893ddccc7': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-22T18:30:56Z,SIL Dict 2011,
sëën_89e12256-aa4d-4789-a64e-fc333256a009,sëën,stem,ʃǝ:dn,{},"{'ʃəːn_9ff6ef51-bc0d-4bbc-b462-525c60f0df2f': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{},['5c784c5b-38e2-421f-add2-dffe0f786aec'],2018-07-06T20:30:39Z,Fieldnotes Epps/Obert; 2018,{'Barbosa': 'ʃəːn'}
baras’ĩĩnh_8a137ae8-04bc-445f-a244-e594703fa289,baras’ĩĩnh,stem,baɾaʃĩʔĩɲ,{},,,['1c81b13b-ad17-4d36-8f42-8fcf339c823e'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
wii_8a4348e9-3bfb-46f0-8cd1-c70242ed07b9,wii,stem,wiː,{},"{'wiːʔ_6775cf67-0f92-4ae5-a67c-dcd6102dce40': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['c5eddb7f-85c5-4b2b-ba6d-8bcee5483b5e'],2018-07-05T14:22:46Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'wiːʔ'}
awyb_8a8b6eb1-52f7-4bc3-b7e1-c59a825a8e62,awyb,stem,awɨb,"{'cc0a093c-aad2-425b-a4e7-8fde32d15024': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
wapëën_8a904b9a-c1a7-49ff-aeea-a5390a5181f6,wapëën,stem,waˈpǝ:dn,{},,{},['00b261d7-dcc3-4ead-a393-e6216cc86b5a'],2018-07-10T23:36:15Z,Fieldnotes Epps/Obert; 2018,
dahäng_8ab640ce-f06d-48f7-bdac-ab47cd48ff0a,dahäng,stem,dahʌŋ,"{'8ac899b5-87a0-4f40-8381-223334c53938': {'type': '_component-lexeme', 'variant-type': 'Causativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
k’ããts tsyg_8ac18045-bd45-4c72-b53f-1a45c1a34510,k’ããts tsyg,phrase,kãʔãɉ˺ tʃ’ɨg˺,"{'k’ããts_3a94f9ae-6b60-4f40-8241-3d12b67a67be': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Compound'}}",,{},['9a9d2855-bda6-44b1-8127-cce238543d8b'],2018-07-06T18:57:18Z,Fieldnotes Epps/Obert; 2018,
kaɾabaʔ2_8ae97929-9a49-4389-8dab-54fb2d7a4e19,kaɾabaʔ,stem,,"{'6b4038ef-af5f-4b05-9c65-52c2ab3da3d3': {'type': '_component-lexeme', 'variant-type': 'Spelling Variant', 'summary': 'Barbosa 2005; arco'}}",,,,2018-06-20T05:09:53Z,Barbosa,
karããj tyd_8af32bd9-77a4-48a4-a78f-3069c07fd4a2,karããj tyd,phrase,kaɾã:j tɨd̚,{},,,['f787c59a-1b3e-4042-b602-fcbbe93eb8aa'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
pasu_8af74d2a-1563-4ce6-8093-50ac023117f5,pasu,stem,paʃu,"{'c3226410-55bc-4a39-b5d5-665bccb6854d': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hajẽẽw_8b0edc48-833c-490b-b363-8e9f882ac0c8,hajẽẽw,stem,hajɛ̃:w,"{'390ec086-40fc-48fd-a775-fa235d5583eb': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
kajahaar_8b1b6651-97b4-4f62-bd90-7c6bbbde6a15,kajahaar,stem,kajaha:ɾᵊ,{},,,['96c8c9f1-de52-4a11-8ea7-db8475467392'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
barajaa1_8bcc805c-c353-4304-baca-d3128a24e769,barajaa,stem,ˈbaɾaja:ʔ,{},,{},['a65dc2f6-4c79-409b-a3c8-c4bd2307b7e9'],2018-03-22T23:18:29Z,Fieldnotes Epps/Obert; 2018,
tób_8e356cef-e3f2-4646-8e11-7c62d369a9fd,tób,stem,tɔb˺,{},,{},['a3f474ed-1984-4273-8fb6-9d990568bbc3'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
jamog_8e957d4c-e10d-4870-87b6-9dfd6ee44b85,jamog,stem,jabmõg̚,{},"{'jamɔg_cc35fe75-2dbf-432f-a1fa-1c3e802dd99d': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",,['86d77eb4-debf-4e16-8a1c-7b0fb869dc12'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,{'Barbosa': 'jamɔg'}
tamaa_8f24b528-f97d-4d68-8bb1-3f78a7be44c1,tamaa,stem,tama:,"{'fab79933-5699-4b6b-a062-a9cb5fc17138': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
awëëj_8ff17ad3-9807-456b-bb12-d3247732d93d,awëëj,stem,awə:j,"{'af14f041-4eb0-4cc5-a2b4-4eca984911d4': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
nu kasewʹỹỹn_905727be-2f8d-48b1-ab46-01a0aeb93aa7,nu kasewʹỹỹn,phrase,nu kaʃewɨ̰̃:n,"{'55d7c82e-f85a-4179-960d-a5f463c4a251': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hëë_91665d7c-02fc-42cc-ac63-c3b81b7f4576,hëë,stem,hə:ʔ,{},,,['71a5b21a-e60f-4da7-8ef6-034055f3a638'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
hagãã_9183270e-5327-4a33-a59f-40e4d8f81281,hagãã,stem,hagã:,"{'cdfdd8d7-d617-4885-a0ec-0561acbddad1': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
awaʔ_92c6bcbe-6618-4d87-9e3f-b3f982cce9d9,awaʔ,stem,,"{'null': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'comer (pl awa̰ːʔ)'}}",,,,2018-06-20T02:01:05Z,Martins,
ji adyyk_92d91dde-a281-4932-9d6e-d70144dbad45,ji adyyk,phrase,jiʔ ʔadɨ:k̚,{},,,['9a0089f2-46a4-4da0-ad43-f294241a2246'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
h’yy katón_931239f4-7482-44c5-9eca-a3f41d7abc7c,h’yy katón,phrase,hɨʔɨʔ kaˈtɔn,{},,{},['2cdf9ac6-8951-440c-97c6-815df5effb42'],2018-07-10T23:23:04Z,Fieldnotes Epps/Obert; 2018,
s’yyb_93f3b98a-9634-4f16-9471-67ae1cd527af,s’yyb,root,ʃɨʔɨb˺,{},,{},['573b632d-62f5-4dce-9acf-898e32afec13'],2018-09-04T00:02:15Z,Fieldnotes Epps/Obert; 2018,
tatoog_93f60423-0ba3-41f6-8740-087e56257443,tatoog,stem,tato:g̚,{},,{'Note': 'great-granddaughter= tatatoog'},['10b49408-4019-4234-9e8f-8bd08188c95d'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
nyy bä_944e0023-3f41-48d4-be6a-36e2e59a4ead,nyy bä,phrase,nɨ: bʌʔ,{},,{},['3d019497-809d-447b-8550-2aff441a5af9'],2018-07-11T00:03:59Z,Fieldnotes Epps/Obert; 2018,
ahyng1_948af76d-5c81-4b9d-b78b-770ef275326e,ahyng,stem,ahɨŋ,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Singular'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
mag&apos;ëë_9494af93-135d-4a7b-bca7-aecc213e08b4,mag'ëë,stem,magə̰:,"{'agä1_9e97d488-8f8e-490b-89a8-290893ddccc7': {'type': '_component-lexeme', 'variant-type': 'Causativo'}}",,{},,2018-03-22T18:29:08Z,SIL Dict 2011,
karããj_94a54452-233f-4080-8b72-4f8490eb6956,karããj,stem,kaˈɾã:j,{},,{},"['97310a99-7696-4de1-a7f8-e9f056f93b84', '77696b8f-d6a1-489b-ae42-b131a18a44b6']",2018-07-27T19:56:22Z,Fieldnotes Epps/Obert; 2018,
awät_94af7d8a-ba5e-4b2b-9ef7-cfa69923b978,awät,stem,ʔaˈwǝt˺,{},,{},"['2c08905d-ed34-4bce-a5d7-9819044844bd', '36e6ef46-3bde-4e2b-b316-156547409325']",2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
kabë2_95545367-b996-4a77-88a4-91898494b4b3,kabë,stem,kabəʔ,{},"{'kabë1_f3f3eac8-03b9-4b3b-be87-4d8a15178bc3': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'kabəʔ_d70c2c74-ace0-4bcf-b320-69051e676ebd': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'quati'}}",,['1967519c-1401-4d14-95ff-2fec582f47d3'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,"{'Sil Dict 2011': 'kabë', 'Barbosa': 'kabəʔ'}"
mayb2_95cb9f80-3207-4f7e-8ca5-f258d4800f3e,mayb,stem,mãʔɨb̚,{},,,['3cfd6cff-7ce9-408e-b125-1b8d1d34329c'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,
ts’ëëg_95dec863-c133-43ea-b839-25af3fbb4312,ts’ëëg,stem,tʃ’ǝʔǝg˺,{},,{},['6da2ae83-6c6f-4e5e-bfc2-f6fac626cd69'],2018-07-27T23:14:36Z,Fieldnotes Epps/Obert; 2018,
patʹuuk_95ecf63c-72cb-4662-a1a4-a330039fb0be,patʹuuk,stem,patṵ:k,"{'3575cb14-4aff-468a-b74d-b936a17cca8a': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hajõng_95f4de6d-163c-402c-b86e-db380334691a,hajõng,stem,hajõŋ,"{'hajõk_4c2a000d-241d-4b5a-b205-8c46b9773691': {'type': '_component-lexeme', 'variant-type': 'Não humano'}}",,{},,2018-03-21T21:46:47Z,SIL Dict 2011,
mariij t’aah_966cdbff-a337-4753-b971-2813b0c4b292,mariij t’aah,phrase,mãɾi:j taʔah,{},,,['3d692d05-a5d4-4fbf-97cd-fb8b731c414b'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
kabʹëë_9688ec88-f529-4209-8733-51b35e8edfce,kabʹëë,stem,kabə̰:,"{'36fbdbda-1ed2-467b-bd58-07e8fc91c667': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
mana1_969e27e7-634a-41d6-8edd-afaee3c494ab,mana,stem,mana,"{'3dc7d08c-b772-4047-88f7-269b129dba53': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hooj2_96c60cce-1d22-4b41-8ed3-e5948e58cd74,hooj,stem,ho:j,{},"{'hoonh2_22775054-ef71-4a85-93db-90f254baa54f': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'hõõnh_42868451-c808-4d59-afa0-bd2bce2b61dc': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'hoonh1_485e1de8-8cfa-4e5a-aa46-f0bc283b8323': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}}",,['2687bc4a-13fc-4ab0-bcf6-d5e7f006ffd1'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,"{'Weir': 'hoonh', 'Cartilhas': 'hoonh'}"
mỹỹm_97557290-0196-462e-8057-e1ef84dc9ee7,mỹỹm,stem,mɨ̃:m,{},"{'myym_632462d5-0968-40f4-a457-813d01824927': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'mɨɨm2_a2418be7-62d2-404b-8f3e-6ebd2c5de915': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'mɨɨm1_db9988e2-952d-4c97-9459-82d6e116e782': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1994; axe'}}",,['05914b5d-e8d3-4f1a-8928-e15b2060dffe'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,"{'Sil Dict 2011': 'myym', 'Weir': 'mɨɨm'}"
jabaruut_97730e1c-4b00-42dd-bf5f-ae67b93de788,jabaruut,stem,jabaˈɾu:t,{},,{},['ef54e133-d197-4f71-bea1-8cd979b41d6c'],2018-07-27T20:12:07Z,Fieldnotes Epps/Obert; 2018,
tahʹỹỹb_979a8c31-a85b-459d-b598-414010f8b465,tahʹỹỹb,stem,taˈhɨ̃ʔɨ̃b˺,{},,{},['8c07f586-be16-4f07-9a9c-023ca9c8f2e9'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
tsyym saä̃g_97e34555-4d0b-4147-8a9a-70e47767437c,tsyym saä̃g,phrase,ɟɨ:m ʃaʔʌ̃g,"{'5815ae25-464e-47cd-885c-0f3ead580498': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
kamarab_9834bf06-b6ae-4946-9bdc-ee67fec8e3be,kamarab,stem,kamãˈɾab˺,{},,{},['714da4b2-e9d1-4e5a-bb4e-81c73526b361'],2018-06-20T05:09:54Z,Fieldnotes  Epps/Obert; 2018,
adëëh hỹng_989b21e0-acb9-4328-a6ee-5a7508189a0a,adëëh hỹng,phrase,ʔaˈdǝ:h hɨ̃ŋ,{},"{'hyng_db4ae79c-798a-4209-b026-517e5edf7160': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{'Note': 'hỹng necessary?'},['d0ea0e92-b63d-499e-a71b-8d214de7f646'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
nuuh_98b2fa13-5514-4958-bbe6-86001f73c6a4,nuuh,stem,nũ:h,{},"{'nũːh_ba8e92bb-bb4e-4c35-8130-8f8904c855b7': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['24d94776-3f11-4a63-8f57-f8537609dd72'],2018-07-06T20:35:56Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'nũːh'}
kamehããg_98b534b6-4fcc-4f15-9b6c-5eba5298d530,kamehããg,stem,kamehã:g,"{'e05e7677-4e81-4cfa-92cf-48e4334f35a1': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
awyyd_98bfe604-99a5-4e00-b2b6-35b535dd8535,awyyd,stem,awɨ:d,"{'0f54e79a-55e6-42a4-8d23-a909fd2bb52f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
asʹããm_99362fa3-10cc-4f03-a0ce-6e14fa37d7c0,asʹããm,stem,aʃã̰:m,"{'2d320eec-efb1-4489-8abf-fbe5892aae3f': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
