form,match_form,def,match_def,status,entry_id,match_id
pɛ:,pɛh,farinha,tipo.de,ignore,pɛ:_05ad656e-97a8-4319-9d08620ffd56db91,pɛh_ee911202-c9b9-436e-8f4e23aff9b0cbb7
pɛ:,péh,farinha,tipo.de,ignore,pɛ:_05ad656e-97a8-4319-9d08620ffd56db91,péh_ee911202-c9b9-436e-8f4e-23aff9b0cbb6
baʃoŋ,baʃo:h,ter.cheiro,odor.da.transpiração,ignore,baʃoŋ_061b4156-051a-46d0-8236cd083292686,baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b
baroʃ,maru:ʃ,aguado,moça,ignore,baroʃ_075922fd-9874-48ce-8813f6705117c88e,maru:ʃ_9e8a8696-6179-4389-bd3e277c6064a6bb
ʃũ:c,ʃuʃ,cordão.umbilical,be.dirty,ignore,ʃũ:c_07fc6bd3-d3a8-4027-99452f8878c2efaa,ʃuʃ_3202a661-7935-4b2c-8a56eee0585ad266
ʃũ:c,ʃõc,cordão.umbilical,gafanhoto.sp,ignore,ʃũ:c_07fc6bd3-d3a8-4027-99452f8878c2efaa,ʃõc_bda18a4b-25b2-46d9-a02e8c971679f675
hẽ,hẽ,levantar.coisa,ADV,ignore,hẽ_081a7a8a-0158-4d80-abaed16c5ebdcef8,hẽ_3bf2f3c2-3b71-4c02-9a24b506631eabbc
dɔ:n,tón,sup.with.finger,hold.in.hand,ignore,dɔ:n_0872e55d-b5b9-4180-a82adb40318848d6,tón1_a00d1bb1-25e3-4c3d-953c-57dd3b546cd4
kata:,gada,encontrar-se,esperar,ignore,kata:_0885df11-e1f7-4582-8731d877f55fbab8,gada_79da67ca-9ef7-4e25-99343fa80326f1e8
po̰:h,bɔ:h,roça,sobrinha,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467
po̰:h,puh,roça,espuma,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,puh_57bb72df-4cf6-4402-bd614bed152962c1
po̰:h,bo:h,roça,mistura para coca,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,bo:h_6a7b644a-7672-4290-94f54f812ad24773
po̰:h,pɔ:,roça,nariz,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616
po̰:h,puh,roça,peixe.sp,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,puh_e25be93c-0c6b-462c-8c1d846391d9cb7e
po̰:h,pṵ:h,roça,espécie de árvore,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,pṵ:h_f3f47438-a4db-4f2e-96e195798984f94
po̰:h,p’ooh,roça,hot.pepper;pimenta,ignore,po̰:h_0978090e-f818-4a26-b58cf420dbef4260,p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d
juŋ,jõŋ,be.dark,be.many (n.i. yõoh),ignore,juŋ_0d01b43a-977f-4bee-acd817cc25699b52,jõŋ_35e20f56-2cd9-4561-a9a450ff279c8974
atə:,atə:h,estar.no.fogo,estar.caindo,ignore,atə:_0d9d214a-224c-47c4-8261fdf54959927f,atə:h_7e4715cc-02ed-41de-b7e86d2b30d174ce
atə:,adëë,estar.no.fogo,lean;encostar,ignore,atə:_0d9d214a-224c-47c4-8261fdf54959927f,adëë_d39b9583-3673-442f-8a80-19cb72795322
kã̰:d,g'aad,terra,headwater;cabeçeira,ignore,kã̰:d_0e39e610-eab0-434f-95dba602eca2041e,g&apos;aad_ea94d6c7-c31e-417e-a17f-4f560dc6bffa
jɨh,jə:,espécie de pássaro,close,ignore,jɨh_139d6300-9038-4939-9dd29b3662f07316,jə:_2c080526-9fce-432c-a1b147f3bcf43968
jɨh,jə:h,espécie de pássaro,return n.i.,ignore,jɨh_139d6300-9038-4939-9dd29b3662f07316,jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6
jɨh,jəŋ,espécie de pássaro,sapo.sp,ignore,jɨh_139d6300-9038-4939-9dd29b3662f07316,jəŋ_df0ab2f6-c78d-4ce7-b9409f522b137faa
jɨh,j'yy,espécie de pássaro,son.Voc;filho.Voc,ignore,jɨh_139d6300-9038-4939-9dd29b3662f07316,j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a
jɨh,ji,espécie de pássaro,one;a.gente,ignore,jɨh_139d6300-9038-4939-9dd29b3662f07316,ji_5c846915-d6fc-437b-8c7d-67cffc4f1362
jʌ:,jə:,espécie de fruta,close,ignore,jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c,jə:_2c080526-9fce-432c-a1b147f3bcf43968
jʌ:,jʌh,espécie de fruta,mira; alvo,ignore,jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c,jʌh_b0d8a76b-9203-4a28-8c7fec22668b2dc1
jʌ:,jə:h,espécie de fruta,return n.i.,ignore,jʌ:_1616cced-2437-4bb6-b9cc463ba48ec04c,jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6
pana̰:,pan'aa,para,descendents;descendentes,ignore,pana̰:_167b4818-2852-44f2-aef766c8c4ba3c2e,pan&apos;aa_09920e5c-4e7b-42e1-b949-ea77191bd8df
wã:,ma,grelo.de.buriti,pertences,ignore,wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7,ma_4264a5f5-d297-4c5e-9ce680ae7193474b
wã:,wʌ:,grelo.de.buriti,espécie de árvore,ignore,wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7,wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5
wã:,wə:,grelo.de.buriti,mato caído,ignore,wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7,wə:_9485bb49-c230-459f-b30e231a60b19151
wã:,wə,grelo.de.buriti,ao.lado,ignore,wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7,wə_a802edee-a71f-41cf-b15a48d2cd10f3e6
wã:,ma,grelo.de.buriti,make,ignore,wã:_173a9672-acc9-46fd-bfc1a486ca2c20b7,ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a
wə:j,wʌ:ɲ,espécie de cobra,ir para o porto (pl wʌ̰ːɲ),ignore,wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0,wʌ:ɲ_345e0be9-fd6c-4456-b6f4f3418d520ceb
wə:j,mɨ:j,espécie de cobra,lar,ignore,wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0,mɨ:j_79d22043-a50a-490e-92dc1dc765665622
wə:j,wã̰:j,espécie de cobra,coroca,ignore,wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0,wã̰:j_b7f7bcc6-d22c-4598-833adf8db3b72e72
wə:j,mỹỹj,espécie de cobra,temporary.camp;acampamento.temporário,ignore,wə:j_17bd0a2e-c26a-47a3-88c5d757cac06aa0,mỹỹj_dfe6e587-6395-4e95-992c-85a4d3e70bac
hə̰:w,hɨ̰̃:w,caiarara,o que não presta mais,ignore,hə̰:w_1925e868-c252-4c83-b71133d6d98f1f6a,hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380
ʃʌʃ,ʃaʃ,aracu,aracu-branco,merge,ʃʌʃ_19c9d3c1-cce8-426f-a5bbc966bae6d008,ʃaʃ_2e94cda9-c5b9-4f52-9502e8a4b4e49a0d
tũ:h,du:h,no.chão,nádegas,ignore,tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,du:h_1c1e2650-1809-4f40-a14833b3a9902630
tũ:h,tũ:,no.chão,floor;ground,ignore,tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e
tũ:h,tu,no.chão,esteio,ignore,tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,tu_983b21ad-1243-49cf-850fb9211c029c38
tũ:h,tũ,no.chão,floor;ground,no chão as second sense,tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d
hḭ̃:w,hɨ̰̃:w,som de quebrar,o que não presta mais,merge,hḭ̃:w_1b5889d9-62f6-4a22-b429fbaee69d90ce,hɨ̰̃:w_d2f0e9be-4c7f-41dc-960b912373df7380
du:h,tũ:,nádegas,floor;ground,ignore,du:h_1c1e2650-1809-4f40-a14833b3a9902630,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e
du:h,do:,nádegas,be (n.i. do),ignore,du:h_1c1e2650-1809-4f40-a14833b3a9902630,do:_53082cdc-d65b-4949-94043a47fd80f8b6
du:h,do:,nádegas,the.one,ignore,du:h_1c1e2650-1809-4f40-a14833b3a9902630,do:_8f96a134-db02-4580-a0d5599f0a181e2
du:h,tu,nádegas,esteio,ignore,du:h_1c1e2650-1809-4f40-a14833b3a9902630,tu_983b21ad-1243-49cf-850fb9211c029c38
du:h,do:,nádegas,take,ignore,du:h_1c1e2650-1809-4f40-a14833b3a9902630,do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2
du:h,noo,nádegas,mouth;boca,ignore,du:h_1c1e2650-1809-4f40-a14833b3a9902630,noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943
paʃu:,baʃo:h,espalhar,odor.da.transpiração,ignore,paʃu:_1cbf64eb-ab01-4630-bed885c997349823,baʃo:h_c72d9c5c-d8fc-4c06-9f6df9ef9f262f1b
maʃã̰:h,maʃa:,xerimbabo,ajudar,ignore,maʃã̰:h_1cea3332-ac1d-44f0-ad978d82420abd3d,maʃa:_481eb163-0cd4-42fd-811554fb20c95b09
na̰:,nʌ,na.qual.de,ainda,ignore,na̰:_1d906551-ab54-4157-8e621fd969e9a668,nʌ_4b7f5948-bdce-4500-aff6a4162c201a27
na̰:,na,na.qual.de,NEG;NEG,ignore,na̰:_1d906551-ab54-4157-8e621fd969e9a668,na_502c638d-8616-4812-b9667966da16815c
na̰:,na,na.qual.de,come n.i.,ignore,na̰:_1d906551-ab54-4157-8e621fd969e9a668,na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e
na̰:,nä,na.qual.de,ainda,ignore,na̰:_1d906551-ab54-4157-8e621fd969e9a668,nä1_4b7f5948-bdce-4500-aff6-a4162c201a26
dama:h,tama,centopéia,construir,ignore,dama:h_1e32b3cf-ef09-4674-ac8611cdeb57e935,tama_d841c6e5-6cae-4f89-a59a6873a985a44e
cɨ:,ʃi:,embrulho de folha,com,ignore,cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19
cɨ:,ʃə:,embrulho de folha,camarão,ignore,cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,ʃə:_77981701-bff1-498b-a88bf2ff0d46a7a3
cɨ:,cɨ:,embrulho de folha,pupunha,ignore,cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f
cɨ:,ʃḭ:,embrulho de folha,beliscar (ʃiʔ inf; ʃḭːʔ n.i.),ignore,cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f
ena,enʌh,vir.vezes,têm,ignore,ena_1f0430bf-ab8c-4fb5-9a88f621fba7d9c7,enʌh_202b8b72-addc-461d-bc6f61c26dcf54fc
ena,edah,vir.vezes,estar.perto,ignore,ena_1f0430bf-ab8c-4fb5-9a88f621fba7d9c7,edah_ac55eff6-e4fa-45d2-a17d90446273b3f1
ʃabu:,sapuu,umbigo,soft;fofo,ignore,ʃabu:_1f9956bb-f8c8-4d6b-97f82ccc35787d61,sapuu_aca80f49-f37b-4756-a63b-f87397345f3a
enʌh,edah,têm,estar.perto,ignore,enʌh_202b8b72-addc-461d-bc6f61c26dcf54fc,edah_ac55eff6-e4fa-45d2-a17d90446273b3f1
enʌh,edëng,têm,greet;comprimentar,ignore,enʌh_202b8b72-addc-461d-bc6f61c26dcf54fc,edëng_860a5da2-298a-4c6e-a638-812c28b0d9b4
tũ:,do:,floor;ground,be (n.i. do),ignore,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,do:_53082cdc-d65b-4949-94043a47fd80f8b6
tũ:,do:,floor;ground,the.one,ignore,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,do:_8f96a134-db02-4580-a0d5599f0a181e2
tũ:,tu,floor;ground,esteio,ignore,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,tu_983b21ad-1243-49cf-850fb9211c029c38
tũ:,do:,floor;ground,take,ignore,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2
tũ:,tũ,floor;ground,floor;ground,merge,tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,tũ_22152a27-e164-405e-b4b5-f3b9d7f6331d
ju,jṵ:,fogo,espécie de árvore,ignore,ju_268efbd6-8e22-4f0a-b085761f16553758,jṵ:_eef40a70-5ad0-4fc4-bc3411960085d1f4
hʌ̃h,hã,tocar flauta; forma marcada,DAT,ignore,hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb,hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7
hʌ̃h,ha,tocar flauta; forma marcada,REL;REL,ignore,hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb,ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf
jə:,jʌh,close,mira; alvo,ignore,jə:_2c080526-9fce-432c-a1b147f3bcf43968,jʌh_b0d8a76b-9203-4a28-8c7fec22668b2dc1
jə:,jə:h,close,return n.i.,ignore,jə:_2c080526-9fce-432c-a1b147f3bcf43968,jə:h_d594696f-9f99-4a8a-bf42436ae849f0c6
jə:,j'yy,close,son.Voc;filho.Voc,ignore,jə:_2c080526-9fce-432c-a1b147f3bcf43968,j&apos;yy_dc5580cb-f66e-4333-9edc-7b10af35d72a
manṵ̃c,man'uuts,rio Unieuxi,uneiuxi.river;rio.uneiuxi,merge,manṵ̃c_2c48a8a4-7fdd-4fe9-96f7ace262c92281,man&apos;uuts_898ee1a2-ed1e-4b76-ae8d-ab5b1600b6d1
da:p,da:b,for.no.reason,fazer rede,ignore,da:p_2c5b7407-1bb9-4ee2-b7438ad9b0f2f317,da:b_6c6f913f-603e-4dd7-99d1c9122d333284
ʃʌg,ʃʌ̃k,mandioca.massa,tamatá,ignore,ʃʌg_2d575f27-16ba-4d8b-b93bc3707a2b03f9,ʃʌ̃k_9b694680-1ac9-4aca-a46437162aab0090
pa,pa:h,lado,passado,ignore,pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,pa:h_5d6b8726-aa64-4b93-9329884a1e4b1af9
pa,bʌ,lado,na.frente,ignore,pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,bʌ_8df25412-204a-46bc-a7873ef67101e1ce
pa,pə:,lado,cobra.sp,ignore,pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,pə:_8eeb53c7-1d25-48da-8b2d51f5314aa792
pa,pã̰:,lado,devido,ignore,pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,pã̰:_9fab38fa-5fc0-4ee4-b82ec53f098b21ad
pa,bëh,lado,2PL;2PL,ignore,pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae
ɨɲ,ɨ̃:j,sister,mulheres,ignore,ɨɲ_314efd94-d358-473e-b24ce05b4d9e7dd9,ɨ̃:j_5a1c00f9-4ec3-4e16-b5fe91e9b4916736
jɔ,jɔh,on;em.cima,zagaia,ignore,jɔ_319f5a88-6001-437b-9f8edadc0a51d8b,jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c
ʃuʃ,ʃõc,be.dirty,gafanhoto.sp,ignore,ʃuʃ_3202a661-7935-4b2c-8a56eee0585ad266,ʃõc_bda18a4b-25b2-46d9-a02e8c971679f675
tʌ̰:h,tah,tapuru,o.próximo,ignore,tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,tah_396fe9f8-b06b-48e2-92a74335e87b321d
tʌ̰:h,tä,tapuru,food;comida,ignore,tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,tʌ_5ea024ce-8d5b-461c-ae9697daffe5dbb1
tʌ̰:h,tʌ̃h,tapuru,irmão.novo,ignore,tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f
tʌ̰:h,t'ëëng,tapuru,tapir;anta,ignore,tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,t&apos;ëëng_7fad6677-006f-46f7-991e-8fd6199e5d12
tʌ̰:h,tëëng,tapuru,firewood;lenha,ignore,tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59
go:,gɔ̰̃:,arrancar,macaco-prego,ignore,go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b,gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c
go:,gõ̰:h,arrancar,caba.ovo,ignore,go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b,gõ̰:h_eb41f0ed-d6f9-4d6e-85b336781b9f4841
ʃi:,cɨ:,com,pupunha,ignore,ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19,cɨ:_848fc074-d423-48a0-92ca90f8e8726e7f
ʃi:,ʃḭ:,com,beliscar (ʃiʔ inf; ʃḭːʔ n.i.),ignore,ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19,ʃḭ:_87e2a37f-5fa9-4360-8557ae895c42d81f
hã̰:k,ha:k,stop.to.rest,surucucu,ignore,hã̰:k_349f393a-4584-4d98-8af48b0677f466c0,ha:k_c0fa3ce4-38f4-40ac-bb8c1f8ae64f94a0
mu:ɲ,bu:j,rolinha,feitiço,ignore,mu:ɲ_35d0254a-73e3-4fbc-8f5995f2104a384,bu:j_54613d00-08ea-44ed-b99659610ba3cac7
jõŋ,jɔh,be.many (n.i. yõoh),zagaia,ignore,jõŋ_35e20f56-2cd9-4561-a9a450ff279c8974,jɔh_56c233ea-acd0-4bcb-8ae9a58efc146d9c
e:,ɛ:,papai,father,merge,e:_3721b800-dbe1-4f4c-a11becaeda9dda0a,ɛ:_875e56c4-82d8-40d5-8e1cc1ccfd207728
aʃã:m,asëm,dançar.no.dabucurí,be.arrogant;ser.orgulhoso,ignore,aʃã:m_38063eab-2670-4f78-a5432dcdf1d18be5,asëm_dc855a5e-e265-4869-9faa-8947234d666a
hã,ha,DAT,REL;REL,ignore,hã_394e29a8-d5e6-4ae4-ab8e521acec8fd7,ha1_d8ff5f99-7c38-4ed3-ae5a-ceba827841bf
tah,tä,o.próximo,food;comida,ignore,tah_396fe9f8-b06b-48e2-92a74335e87b321d,tʌ_5ea024ce-8d5b-461c-ae9697daffe5dbb1
tah,tʌ̃h,o.próximo,irmão.novo,ignore,tah_396fe9f8-b06b-48e2-92a74335e87b321d,tʌ̃h_a7c9df87-679d-4f00-b9d6c15af816ae8f
tah,tëëng,o.próximo,firewood;lenha,ignore,tah_396fe9f8-b06b-48e2-92a74335e87b321d,tëëng1_973a6d9c-adec-4a58-98e0-2ac2c9961a59
hewo:ɲ,hewooj,dry;secar,dry;secar,merge,hewo:ɲ_397db076-cf3b-4301-9885681cbbd2ec1a,hewooj_397db076-cf3b-4301-9885-681cbbd2ec19
ʃɔ:,soo,tirar sorva,woodpecker;pica-pau,ignore,ʃɔ:_39949de8-fe17-4f70-b9672053c6b26205,ʃo:_8d4ce206-887a-448d-a7db8239d7cbecd0
ʃɔ:,ʃɔ̰:,tirar sorva,estar sentado,ignore,ʃɔ:_39949de8-fe17-4f70-b9672053c6b26205,ʃɔ̰:_8d669ad1-8a35-4d91-bda3160c4dbf2672
bɔ:h,bo:h,sobrinha,mistura para coca,ignore,bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467,bo:h_6a7b644a-7672-4290-94f54f812ad24773
bɔ:h,pɔ:,sobrinha,nariz,ignore,bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467,pɔ:_abd72bf1-41ab-46d9-8ee89d92b5dc1616
bɔ:h,p’ooh,sobrinha,hot.pepper;pimenta,ignore,bɔ:h_39fbb0d2-2f48-4e16-85622d552408a467,p’ooh_8351b529-6dec-4374-bbcc-30b2cb59847d
ga,gʌ,inside.of;dentro,be.in.hammock;estar.na.rede,ignore,ga_3a3057b8-06f5-4c13-807415a199fc3bb6,gʌ_8c3e9683-efa0-43fd-b2c67fb130828ae9
ga,gə:h,inside.of;dentro,be.sweet,ignore,ga_3a3057b8-06f5-4c13-807415a199fc3bb6,gə:h_94b140c8-32b8-4618-846e6d093fbdb67e
gɔ̰̃:,gõ̰:h,macaco-prego,caba.ovo,ignore,gɔ̰̃:_3d7b5908-83e6-4232-ad557eb73347179c,gõ̰:h_eb41f0ed-d6f9-4d6e-85b336781b9f4841
wət,wʌt,estar.em.movimento,lá vai,ignore,wət_3d9e8a40-28bc-4880-9dc1525d808cd0db,wʌt_6f82fc68-dc2b-409a-86de9dcd3f28347f
wət,wɨ:d,estar.em.movimento,find,ignore,wət_3d9e8a40-28bc-4880-9dc1525d808cd0db,wɨ:d_9d9354e7-2fe3-4abe-a360cc883a42bff7
abok,apuk,andar,cavar,ignore,abok_3f0ad664-b876-46e5-a2739d4bf73b7850,apuk_b1c2bae7-61bc-4df5-96681e1b467b926c
ho̰:,ho:h,inambu pequeno,fígado,ignore,ho̰:_4113864d-2d85-4f29-909ef8deb4a55024,ho:h_a8ed36ac-b900-49b9-962369d3aa0f1559
ho̰:,hɔ:h,inambu pequeno,virilha,ignore,ho̰:_4113864d-2d85-4f29-909ef8deb4a55024,hɔ:h_f900068e-bcdb-4841-8547ba76b0bd11bf
nɔ̃:,do:,dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.),be (n.i. do),ignore,nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1,do:_53082cdc-d65b-4949-94043a47fd80f8b6
nɔ̃:,do:,dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.),the.one,ignore,nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1,do:_8f96a134-db02-4580-a0d5599f0a181e2
nɔ̃:,dɔ,dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.),ainda,ignore,nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1,dɔ_b34c70de-07c4-4851-930bb7d6ef30937d
nɔ̃:,do:,dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.),take,ignore,nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1,do:_b37dc192-f0fc-4fc4-acf9e4423cdd81e2
nɔ̃:,noo,dar (nɔ̃ʔ inf.; nɔ̰̃ːʔ n.i.),mouth;boca,ignore,nɔ̃:_41cd8839-c928-4e16-9eab2f43ea87fec1,noo1_85e5d65c-81a9-43ba-8b05-e1d0cb3a0943
ma,wʌ:,pertences,espécie de árvore,ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,wʌ:_8959362b-3825-4848-9eba1c72cb36d5d5
ma,bʌ,pertences,na.frente,ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,bʌ_8df25412-204a-46bc-a7873ef67101e1ce
ma,wə:,pertences,mato caído,ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,wə:_9485bb49-c230-459f-b30e231a60b19151
ma,wə,pertences,ao.lado,ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,wə_a802edee-a71f-41cf-b15a48d2cd10f3e6
ma,ma,pertences,make,ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,ma_d9520bd1-d3cc-41e0-a4b4ca44534c821a
ma,bëh,pertences,2PL;2PL,ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,bëh_59d8bf5a-dd20-44e8-b7a9-5081bab044ae
ma,mäh,pertences,RPT;relatado (abreviação?),ignore,ma_4264a5f5-d297-4c5e-9ce680ae7193474b,mäh_63073248-c558-4fc1-8f4c-63527c9e11c7
gamãg,kamag,espécie de pássaro,defunto,ignore,gamãg_442a9fb3-e66d-4f8c-a0fc2291cbef737b,kamag_bc987b37-12a6-49c4-a1b8209cf0f6a9f7
hɨ̃:j,hɨ:j,formiga.sp,comida.farelo,ignore,hɨ̃:j_4462532d-74ae-455b-84335a21f802135a,hɨ:j_49643aa0-9b00-45bc-9a06f4da8d189eb0
ʃe,ʃe:h,sobrinho,outro,ignore,ʃe_44710235-cb36-41d3-88f87a88edc7df2c,ʃe:h_7ae1b6f3-336e-4130-bcf57e76f3853f43
ʃe,sẽẽ,sobrinho,caracaraí,ignore,ʃe_44710235-cb36-41d3-88f87a88edc7df2c,sẽẽ_4a265a7c-06dc-406e-acbf-361618b09a42
ʃe,séh,sobrinho,?;ué!,ignore,ʃe_44710235-cb36-41d3-88f87a88edc7df2c,séh_35b0b0bd-4cdf-4e50-a69e-0effa539fc07
akə:,akã:,enterrado,descascar.fruta,ignore,akə:_46f2c675-ccd1-4908-8693cea8ae7dc036,akã:_b98e7e00-49af-471c-bb4a1cbc7265657e
do̰:b,t'õõm,japó,woven.traditional.backpack;panacu,ignore,do̰:b_47303514-3cb9-4b25-89cd865353c9646b,t&apos;õõm_6945fd07-f2f1-4af1-a00a-c25ab150e2a3
hɨ:h,hi:h,DEM,abelha,ignore,hɨ:h_4a6af09e-19e4-45b8-8276edcd7b1ff9,hi:h_66d26891-79d8-4e55-bd384345ac314077
nʌ,na,ainda,NEG;NEG,ignore,nʌ_4b7f5948-bdce-4500-aff6a4162c201a27,na_502c638d-8616-4812-b9667966da16815c
nʌ,na,ainda,come n.i.,ignore,nʌ_4b7f5948-bdce-4500-aff6a4162c201a27,na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e
nʌ,nä,ainda,ainda,merge,nʌ_4b7f5948-bdce-4500-aff6a4162c201a27,nä1_4b7f5948-bdce-4500-aff6-a4162c201a26
bi:ʃ,piʃ,pipira,espremer mandioca,ignore,bi:ʃ_4e4766cf-1634-41cf-8f2b8a53fcce110e,piʃ_524d6575-0649-4173-b87cf1864f9b813a
pɔ̰̃:n,pɔ̰̃:d,andar enfileirado,espécie de trepadeira,ignore,pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d,pɔ̰̃:d_708f622c-e2c2-456a-a655df9b7f44ae2
pɔ̰̃:n,pɔ̰̃:d,andar enfileirado,peçonha,ignore,pɔ̰̃:n_4efe0b96-672b-40ed-9e9749828ac4667d,pɔ̰̃:d_ab0cfaae-c21c-4d6f-a26cb1212aa99937
na,na,NEG;NEG,come n.i.,ignore,na_502c638d-8616-4812-b9667966da16815c,na_fa915d92-ea88-4f0a-9cedef2f7a30fe8e
na,nä,NEG;NEG,ainda,ignore,na_502c638d-8616-4812-b9667966da16815c,nä1_4b7f5948-bdce-4500-aff6-a4162c201a26
wɛm,wɛ̃m,espécie de árvore,esticar,ignore,wɛm_505924e7-a7a4-4f83-97104453b3e9047e,wɛ̃m_d85377b8-bd2e-46c4-b056cf8c3e2a4e88
do:,do:,be (n.i. do),the.one,ignore,do:_53082cdc-d65b-4949-94043a47fd80f8b6,do:_8f96a134-db02-4580-a0d5599f0a181e2
do:,tu,be (n.i. do),esteio,ignore,do:_53082cdc-d65b-4949-94043a47fd80f8b6,tu_983b21ad-1243-49cf-850fb9211c029c38
do:,dɔ,be (n.i. do),ainda,ignore,do:_53082cdc-d65b-4949-94043a47fd80f8b6,dɔ_b34c70de-07c4-4851-930bb7d6ef30937d
